Time,RPM,TRQU
0,Inf,-17.58568973
0.00390625,65.625,-16.98740811
0.0078125,64.6875,-15.72080941
0.01171875,65.625,-15.66343994
0.015625,65.625,-16.95052774
0.01953125,64.6875,-18.3359632
0.0234375,66.5625,-17.19229908
0.02734375,66.5625,-16.84398443
0.03125,66.5625,-17.48324425
0.03515625,65.625,-18.73345167
0.0390625,66.5625,-18.60232145
0.04296875,66.5625,-18.16385479
0.046875,65.625,-18.24581117
0.05078125,65.625,-20.34873755
0.0546875,65.625,-20.73803038
0.05859375,66.5625,-19.85252888
0.0625,64.6875,-19.69681174
0.06640625,65.625,-20.07381112
0.0703125,63.75,-21.23796434
0.07421875,64.6875,-19.38537748
0.078125,63.75,-19.73778994
0.08203125,63.75,-19.00428028
0.0859375,63.75,-20.37742228
0.08984375,63.75,-19.73778994
0.09375,62.8125,-20.20941169
0.09765625,63.75,-19.92219181
0.1015625,62.8125,-19.72139866
0.10546875,62.8125,-19.51650769
0.109375,62.8125,-18.97969336
0.11328125,62.8125,-19.1354105
0.1171875,62.8125,-18.81950588
0.12109375,62.8125,-18.25400681
0.125,62.8125,-18.24171335
0.12890625,62.8125,-18.09828968
0.1328125,62.8125,-18.15565915
0.13671875,62.8125,-17.92618127
0.140625,62.8125,-18.60232145
0.14453125,63.75,-18.24990899
0.1484375,62.8125,-17.17180998
0.15234375,64.6875,-15.22907109
0.15625,63.75,-14.75744934
0.16015625,63.75,-17.41767914
0.1640625,64.6875,-16.9013539
0.16796875,65.625,-15.58967919
0.171875,64.6875,-16.70465858
0.17578125,64.6875,-17.81144232
0.1796875,65.625,-18.4220174
0.18359375,66.5625,-17.52832026
0.1875,65.625,-16.73334331
0.19140625,66.5625,-17.61847229
0.1953125,65.625,-18.87687535
0.19921875,65.625,-20.13565094
0.203125,66.5625,-17.99584419
0.20703125,66.5625,-18.91822607
0.2109375,64.6875,-19.8361376
0.21484375,65.625,-20.72163911
0.21875,65.625,-19.77876813
0.22265625,63.75,-19.86482234
0.2265625,64.6875,-17.34801621
0.23046875,64.6875,-19.43455131
0.234375,62.8125,-18.90593261
0.23828125,62.8125,-19.78696377
0.2421875,62.8125,-20.41430266
0.24609375,63.75,-19.36079056
0.25,62.8125,-17.62666793
0.25390625,62.8125,-18.09419186
0.2578125,61.875,-19.61895318
0.26171875,62.8125,-19.50831206
0.265625,62.8125,-17.77456195
0.26953125,62.8125,-17.20049472
0.2734375,62.8125,-17.15951652
0.27734375,62.8125,-18.07370276
0.28125,63.62573242,-17.3234293
0.28515625,63.87475586,-17.29064674
0.2890625,63.75,-16.8357888
0.29296875,64.6875,-17.88110525
0.296875,63.75,-17.92618127
0.30078125,64.6875,-17.53241808
0.3046875,64.6875,-17.63896138
0.30859375,66.43275452,-16.63499565
0.3125,65.7534256,-16.25352592
0.31640625,65.625,-16.97921247
0.3203125,64.6875,-18.86048407
0.32421875,66.5625,-19.0083781
0.328125,66.5625,-17.86471398
0.33203125,66.5625,-5.075419852
0.3359375,65.49707794,-19.10672576
0.33984375,66.69276428,-20.71344347
0.34375,66.5625,-19.76237685
0.34765625,65.625,-18.79082114
0.3515625,65.625,-19.84433324
0.35546875,65.625,-20.63968272
0.359375,64.6875,-20.7626173
0.36328125,65.49707794,-20.58641107
0.3671875,64.81409454,-20.20941169
0.37109375,63.75,-21.89398796
0.375,63.75,-21.17239923
0.37890625,63.75,-20.92243225
0.3828125,62.8125,-20.8486715
0.38671875,63.75,-18.74984295
0.390625,61.7543869,-18.54495198
0.39453125,62.93542099,-19.24605162
0.3984375,61.875,-20.22990079
0.40234375,61.875,-19.73369212
0.40625,62.69005966,-18.55724544
0.41015625,61.99608612,-17.557005
0.4140625,61.875,-18.25810463
0.41796875,61.875,-19.2214647
0.421875,62.8125,-17.46275515
0.42578125,62.8125,-16.4546916
0.4296875,62.8125,-16.58991964
0.43359375,62.8125,-17.66764612
0.4375,63.75,-17.15132088
0.44140625,63.75,-17.59798319
0.4453125,64.6875,-16.85218007
0.44921875,64.6875,-15.1303509
0.453125,64.6875,-15.84374399
0.45703125,64.6875,-17.86061616
0.4609375,64.6875,-18.11468095
0.46484375,66.5625,-12.91715593
0.46875,65.625,-14.78203625
0.47265625,65.625,-16.11420006
0.4765625,64.6875,-18.95510645
0.48046875,65.625,-18.56544108
0.484375,66.5625,-17.67211647
0.48828125,65.625,-16.72924549
0.4921875,65.625,-18.19663734
0.49609375,65.625,-19.40176875
0.5,65.625,-18.95510645
0.50390625,65.625,-18.01633329
0.5078125,65.625,-18.86048407
0.51171875,64.6875,-19.37718184
0.515625,65.625,-20.04512639
0.51953125,64.6875,-19.65583355
0.5234375,64.6875,-19.42635567
0.52734375,64.6875,-20.80769331
0.53125,64.56140137,-19.81974632
0.53515625,63.87475586,-20.15614004
0.5390625,63.75,-19.02886719
0.54296875,64.6875,-18.31957192
0.546875,63.75,-18.76213641
0.55078125,62.8125,-19.45913822
0.5546875,62.8125,-19.92219181
0.55859375,63.62573242,-19.77467031
0.5625,63.87475586,-19.29112763
0.56640625,63.75,-18.58183236
0.5703125,63.75,-18.27449591
0.57421875,62.8125,-19.17229087
0.578125,63.75,-19.40996439
0.58203125,64.6875,-18.84819061
0.5859375,62.69005966,-17.95896382
0.58984375,63.87475586,-18.22532208
0.59375,63.75,-19.24605162
0.59765625,63.75,-19.5820728
0.6015625,63.75,-18.59412582
0.60546875,64.6875,-18.98379118
0.609375,63.75,-18.5695389
0.61328125,63.62573242,-18.24171335
0.6171875,63.87475586,-17.45455951
0.62109375,63.75,-18.76623423
0.625,64.6875,-17.02019067
0.62890625,64.6875,-16.14698262
0.6328125,63.75,-17.18000562
0.63671875,64.6875,-18.72115822
0.640625,64.56140137,-18.3564523
0.64453125,65.7534256,-17.24966855
0.6484375,65.625,-17.25786419
0.65234375,64.6875,-18.32366974
0.65625,65.49707794,-19.04525847
0.66015625,65.7534256,-18.38103921
0.6640625,65.625,-17.75817067
0.66796875,64.6875,-18.74984295
0.671875,64.6875,-19.73369212
0.67578125,65.625,-19.71320302
0.6796875,64.6875,-18.39333267
0.68359375,64.6875,-19.47143168
0.6875,63.75,-19.97956128
0.69140625,63.75,-20.57001979
0.6953125,63.75,-19.07804103
0.69921875,63.75,-18.55724544
0.703125,63.75,-18.15156133
0.70703125,63.75,-18.88097317
0.7109375,62.8125,-18.78672332
0.71484375,62.8125,-19.29112763
0.71875,62.8125,-18.37284357
0.72265625,63.75,-17.31933148
0.7265625,62.8125,-17.39309222
0.73046875,62.8125,-17.58159191
0.734375,62.8125,-18.51216943
0.73828125,63.75,-17.63486356
0.7421875,63.75,-16.40104742
0.74609375,62.8125,-16.65958256
0.75,63.75,-18.49168033
0.75390625,63.75,-17.63896138
0.7578125,63.75,-10.73227317
0.76171875,63.75,-17.18820126
0.765625,64.6875,-18.19253952
0.76953125,63.75,-17.47914643
0.7734375,65.625,-15.31102748
0.77734375,64.6875,-16.00355894
0.78125,64.56140137,-16.82759316
0.78515625,64.81409454,-17.00789721
0.7890625,65.625,-17.47095079
0.79296875,65.625,-16.43382997
0.796875,65.625,-17.2824511
0.80078125,65.625,-18.2089308
0.8046875,65.625,-18.3359632
0.80859375,66.43275452,-17.47504861
0.8125,65.7534256,-18.25810463
0.81640625,64.6875,-18.20483298
0.8203125,65.625,-18.33186538
0.82421875,65.625,-19.04525847
0.828125,64.6875,-19.3689862
0.83203125,64.6875,-19.0083781
0.8359375,64.56140137,-19.1149214
0.83984375,63.87475586,-19.85252888
0.84375,64.6875,-19.34439928
0.84765625,63.75,-19.17638869
0.8515625,63.75,-19.14360614
