Time,RPM,TRQU
0,Inf,150.2424479
0.00390625,0,149.3573189
0.0078125,0,148.9922404
0.01171875,0,149.5540142
0.015625,0,149.4105905
0.01953125,0,149.3532211
0.0234375,0,149.2917538
0.02734375,0,149.3368298
0.03125,0,149.4802535
0.03515625,0,149.6400684
0.0390625,0,149.603188
0.04296875,0,149.2589712
0.046875,0,149.4064927
0.05078125,0,149.7589052
0.0546875,0,149.7875899
0.05859375,0,149.4720578
0.0625,0,149.3614167
0.06640625,0,149.3491232
0.0703125,0,149.1028816
0.07421875,0,149.5499164
0.078125,0,149.4310796
0.08203125,0,149.4064927
0.0859375,0,149.5048404
0.08984375,0,149.6851444
0.09375,0,149.4474709
0.09765625,0,149.4064927
0.1015625,0,149.9023288
0.10546875,0,149.205327
0.109375,0,149.5540142
0.11328125,0,149.5294273
0.1171875,0,149.4433731
0.12109375,0,149.5212317
0.125,0,149.3204385
0.12890625,0,149.2917538
0.1328125,0,149.5949924
0.13671875,0,149.7793943
0.140625,0,149.6236771
0.14453125,0,149.46796
0.1484375,0,149.5376229
0.15234375,0,149.7384161
0.15625,0,149.9637961
0.16015625,0,149.6113837
0.1640625,0,149.4925469
0.16796875,0,149.8203725
0.171875,0,149.3860036
0.17578125,0,149.3245363
0.1796875,0,149.6195793
0.18359375,0,149.627775
0.1875,0,149.4597644
0.19140625,0,149.1684467
0.1953125,0,149.4761556
0.19921875,0,149.2220908
0.203125,0,149.5908946
0.20703125,0,149.6646553
0.2109375,0,149.2958516
0.21484375,0,149.5089382
0.21875,0,149.3368298
0.22265625,0,149.4556665
0.2265625,0,149.2302865
0.23046875,0,149.4966447
0.234375,0,149.7138292
0.23828125,0,149.6687531
0.2421875,0,149.5622098
0.24609375,0,149.4761556
0.25,0,149.6195793
0.25390625,0,149.7220248
0.2578125,0,149.5786011
0.26171875,0,149.6769488
0.265625,0,149.7507095
0.26953125,0,149.2794603
0.2734375,0,149.5949924
0.27734375,0,149.3696123
0.28125,0,149.3982971
0.28515625,0,149.672851
0.2890625,0,149.8326659
0.29296875,0,149.3901014
0.296875,0,149.4802535
0.30078125,0,149.5048404
0.3046875,0,149.3368298
0.30859375,0,149.4884491
0.3125,0,149.2917538
0.31640625,0,149.4884491
0.3203125,0,149.4720578
0.32421875,0,149.6974379
0.328125,0,149.0127295
0.33203125,0,149.2999494
0.3359375,0,149.422884
0.33984375,0,149.4474709
0.34375,0,149.763003
0.34765625,0,149.6154815
0.3515625,0,149.6359706
0.35546875,0,149.4966447
0.359375,0,149.4515687
0.36328125,0,149.263069
0.3671875,0,149.6441662
0.37109375,0,149.3409276
0.375,0,149.6892422
0.37890625,0,149.8408616
0.3828125,0,149.5826989
0.38671875,0,149.513036
0.390625,0,149.6646553
0.39453125,0,149.6072859
0.3984375,0,149.8900354
0.40234375,0,149.6933401
0.40625,0,149.2507756
0.41015625,0,149.2176205
0.4140625,0,149.4269818
0.41796875,0,149.5663077
0.421875,0,149.4638622
0.42578125,0,149.3040472
0.4296875,0,149.5622098
0.43359375,0,149.6810466
0.4375,0,149.4269818
0.44140625,0,149.9351114
0.4453125,0,149.4515687
0.44921875,0,149.3491232
0.453125,0,149.6072859
0.45703125,0,149.672851
0.4609375,0,149.2589712
0.46484375,0,149.6687531
0.46875,0,149.2753625
0.47265625,0,149.3696123
0.4765625,0,149.308145
0.48046875,0,149.4064927
0.484375,0,149.4392753
0.48828125,0,149.5990902
0.4921875,0,149.2835581
0.49609375,0,149.717927
0.5,0,149.6564597
0.50390625,0,149.0168273
0.5078125,0,149.3941993
0.51171875,0,149.3040472
0.515625,0,149.4310796
