Time,RPM,TRQU
0,Inf,149.6072859
0.00390625,0,149.5499164
0.0078125,0,149.4843513
0.01171875,0,149.3941993
0.015625,0,149.46796
0.01953125,0,149.3696123
0.0234375,0,149.2917538
0.02734375,0,149.6523619
0.03125,0,149.2302865
0.03515625,0,149.3450254
0.0390625,0,149.5745033
0.04296875,0,149.6564597
0.046875,0,149.4720578
0.05078125,0,149.5540142
0.0546875,0,149.7548074
0.05859375,0,149.6605575
0.0625,0,149.3204385
0.06640625,0,149.5949924
0.0703125,0,149.5745033
0.07421875,0,149.6646553
0.078125,0,149.1643488
0.08203125,0,149.5908946
0.0859375,0,149.4638622
0.08984375,0,149.1807401
0.09375,0,149.4310796
0.09765625,0,149.4597644
0.1015625,0,149.4966447
0.10546875,0,149.5867968
0.109375,0,149.46796
0.11328125,0,149.8654485
0.1171875,0,149.6687531
0.12109375,0,149.6154815
0.125,0,149.2958516
0.12890625,0,149.5786011
0.1328125,0,149.3655145
0.13671875,0,149.263069
0.140625,0,149.0660012
0.14453125,0,149.4966447
0.1484375,0,149.5622098
0.15234375,0,149.6769488
0.15625,0,149.603188
0.16015625,0,149.7752964
0.1640625,0,149.6072859
0.16796875,0,149.4720578
0.171875,0,149.5949924
0.17578125,0,149.1807401
0.1796875,0,149.6236771
0.18359375,0,149.7711986
0.1875,0,149.3532211
0.19140625,0,149.3901014
0.1953125,0,149.898231
0.19921875,0,149.4925469
0.203125,0,149.6195793
0.20703125,0,149.5171338
0.2109375,0,149.3941993
0.21484375,0,149.4884491
0.21875,0,149.2876559
0.22265625,0,149.4925469
0.2265625,0,149.4105905
0.23046875,0,149.4884491
0.234375,0,149.4474709
0.23828125,0,149.6892422
0.2421875,0,149.603188
0.24609375,0,149.0660012
0.25,0,149.7425139
0.25390625,0,149.2135227
0.2578125,0,149.3122429
0.26171875,0,149.4392753
0.265625,0,149.3737102
0.26953125,0,149.603188
0.2734375,0,149.603188
0.27734375,0,149.4392753
0.28125,0,149.7343183
0.28515625,0,149.1766423
0.2890625,0,149.1766423
0.29296875,0,149.6400684
0.296875,0,149.9392092
0.30078125,0,149.4925469
0.3046875,0,149.6810466
0.30859375,0,149.3655145
0.3125,0,149.6564597
0.31640625,0,149.5253295
0.3203125,0,149.1192728
0.32421875,0,149.2302865
0.328125,0,149.5663077
0.33203125,0,149.3286341
0.3359375,0,149.422884
0.33984375,0,149.4720578
0.34375,0,149.6359706
0.34765625,0,149.5540142
0.3515625,0,149.7711986
0.35546875,0,149.3901014
0.359375,0,149.4515687
0.36328125,0,149.3368298
0.3671875,0,149.3901014
0.37109375,0,149.513036
0.375,0,149.3819058
0.37890625,0,149.4597644
0.3828125,0,149.6605575
0.38671875,0,149.4638622
0.390625,0,149.3368298
0.39453125,0,149.4474709
0.3984375,0,149.4310796
0.40234375,0,149.7015357
0.40625,0,149.2958516
0.41015625,0,149.2548734
0.4140625,0,149.4023949
0.41796875,0,149.3491232
0.421875,0,149.6523619
0.42578125,0,149.4966447
0.4296875,0,149.4925469
0.43359375,0,149.5171338
0.4375,0,149.2302865
0.44140625,0,149.2425799
0.4453125,0,149.4146883
0.44921875,0,149.7916877
0.453125,0,149.1356641
0.45703125,0,149.5294273
0.4609375,0,149.6974379
0.46484375,0,149.603188
0.46875,0,149.46796
0.47265625,0,149.46796
0.4765625,0,149.5622098
0.48046875,0,149.3409276
0.484375,0,149.5745033
0.48828125,0,149.5826989
0.4921875,0,149.5499164
0.49609375,0,149.6605575
0.5,0,149.4966447
0.50390625,0,149.5786011
0.5078125,0,149.4187862
0.51171875,0,149.7548074
0.515625,0,149.5089382
0.51953125,0,149.6441662
0.5234375,0,149.6113837
0.52734375,0,149.2917538
0.53125,0,149.3204385
0.53515625,0,149.9105245
0.5390625,0,149.2176205
0.54296875,0,149.1110772
0.546875,0,149.2094249
0.55078125,0,149.6646553
0.5546875,0,149.1233706
0.55859375,0,149.6605575
0.5625,0,149.46796
0.56640625,0,149.5499164
0.5703125,0,149.7507095
0.57421875,0,149.2302865
0.578125,0,149.7466117
0.58203125,0,149.5826989
0.5859375,0,149.4925469
0.58984375,0,149.2012292
0.59375,0,149.4720578
0.59765625,0,149.4966447
0.6015625,0,149.4597644
0.60546875,0,149.2094249
0.609375,0,149.5294273
0.61328125,0,149.4720578
0.6171875,0,149.6359706
0.62109375,0,149.2589712
0.625,0,149.6810466
0.62890625,0,149.5171338
0.6328125,0,149.3368298
0.63671875,0,149.4023949
0.640625,0,149.6605575
0.64453125,0,149.3941993
0.6484375,0,149.4064927
0.65234375,0,149.3982971
0.65625,0,149.4884491
0.66015625,0,149.4146883
0.6640625,0,149.3368298
0.66796875,0,149.7138292
0.671875,0,149.4105905
0.67578125,0,149.7671008
0.6796875,0,149.0741968
0.68359375,0,149.808079
0.6875,0,149.3245363
0.69140625,0,149.5704055
0.6953125,0,149.4720578
0.69921875,0,149.2712647
0.703125,0,149.4146883
0.70703125,0,149.513036
0.7109375,0,149.4802535
0.71484375,0,149.7875899
0.71875,0,149.6564597
0.72265625,0,149.4597644
0.7265625,0,149.513036
0.73046875,0,149.5048404
0.734375,0,149.1356641
0.73828125,0,149.4023949
0.7421875,0,149.4802535
0.74609375,0,149.3819058
0.75,0,149.3696123
0.75390625,0,149.1766423
0.7578125,0,149.672851
0.76171875,0,149.5294273
0.765625,0,149.4392753
0.76953125,0,149.1274685
0.7734375,0,149.5908946
0.77734375,0,149.5786011
0.78125,0,149.4884491
0.78515625,0,149.4966447
0.7890625,0,149.6605575
0.79296875,0,149.4925469
0.796875,0,149.5949924
0.80078125,0,149.332732
0.8046875,0,149.6154815
0.80859375,0,149.6154815
0.8125,0,149.3245363
0.81640625,0,149.5499164
0.8203125,0,149.6974379
0.82421875,0,149.2876559
0.828125,0,149.6400684
0.83203125,0,149.3982971
0.8359375,0,149.6605575
0.83984375,0,149.025023
0.84375,0,149.3614167
0.84765625,0,149.6318728
0.8515625,0,149.1233706
0.85546875,0,149.5990902
0.859375,0,149.46796
0.86328125,0,149.4556665
0.8671875,0,149.7548074
0.87109375,0,149.4597644
0.875,0,149.5376229
0.87890625,0,149.1766423
0.8828125,0,149.3614167
0.88671875,0,149.5089382
0.890625,0,149.6482641
0.89453125,0,149.5253295
0.8984375,0,149.4556665
0.90234375,0,149.6892422
0.90625,0,149.3204385
0.91015625,0,149.9719918
0.9140625,0,149.1356641
