Time,RPM,TRQU
0,Inf,-16.86483428
0.00390625,80.625,-16.52061745
0.0078125,80.625,-16.06538698
0.01171875,80.625,-17.32379004
0.015625,79.60975647,-18.6436604
0.01953125,80.70381165,-18.50843236
0.0234375,81.5625,-16.01211533
0.02734375,79.6875,-17.38935515
0.03125,79.6875,-19.56194445
0.03515625,80.625,-18.78298625
0.0390625,79.6875,-18.39779124
0.04296875,79.60975647,-18.87351081
0.046875,78.82698059,-20.20977244
0.05078125,78.673172,-19.73405287
0.0546875,77.88856506,-19.33656439
0.05859375,77.8125,-19.41032514
0.0625,76.875,-19.49637935
0.06640625,76.875,-20.00041112
0.0703125,75.86341858,-19.59882483
0.07421875,75.07331848,-20.00450894
0.078125,75,-20.21387026
0.08203125,74.0625,-20.04138932
0.0859375,75,-16.39768288
0.08984375,73.125,-17.881466
0.09375,73.125,-18.42647597
0.09765625,73.05366516,-17.90605292
0.1015625,73.19648743,-16.49193272
0.10546875,73.125,-16.41817197
0.109375,73.125,-16.84434518
0.11328125,73.05366516,-16.42636761
0.1171875,73.19648743,-15.8359091
0.12109375,74.0625,-15.20484492
0.125,73.125,-14.9299185
0.12890625,74.0625,-14.93401632
0.1328125,74.0625,-14.24148485
0.13671875,75,-14.2742674
0.140625,74.92683411,-14.5693104
0.14453125,76.01173401,-14.73322317
0.1484375,75.9375,-13.8559173
0.15234375,75.9375,-13.76166746
0.15625,76.875,-12.29837343
0.16015625,76.875,-14.00381133
0.1640625,76.875,-14.71683189
0.16796875,78.673172,-14.17182192
0.171875,77.88856506,-13.60185251
0.17578125,78.673172,-13.20026621
0.1796875,78.82698059,-14.782397
0.18359375,78.75,-15.33597514
0.1875,78.75,-15.59413776
0.19140625,79.6875,-14.24558267
0.1953125,79.60975647,-13.95053968
0.19921875,78.82698059,-15.97933277
0.203125,79.6875,-16.25798449
0.20703125,79.6875,-16.04489788
0.2109375,78.75,-16.96727976
0.21484375,79.6875,-17.34018132
0.21875,80.625,-15.3072904
0.22265625,79.60975647,-14.79059264
0.2265625,79.76539612,-16.44275889
0.23046875,78.75,-18.35681304
0.234375,79.6875,-18.38139996
0.23828125,80.54634094,-16.92220375
0.2421875,78.82698059,-16.57388911
0.24609375,78.75,-18.33632395
0.25,78.75,-19.07020614
0.25390625,78.75,-17.96342239
0.2578125,77.8125,-16.90991029
0.26171875,77.8125,-17.86917254
0.265625,77.73658752,-18.75430152
0.26953125,76.95014954,-18.84482607
0.2734375,76.875,-18.6231713
0.27734375,76.875,-17.94293329
0.28125,76.875,-17.20495328
0.28515625,75,-18.01669404
0.2890625,76.875,-17.36476824
0.29296875,74.92683411,-17.31149659
0.296875,76.01173401,-17.55736574
0.30078125,75.86341858,-17.41394207
0.3046875,75.07331848,-16.79517135
0.30859375,75,-16.65174767
0.3125,75,-17.08611652
0.31640625,75,-16.78697571
0.3203125,74.92683411,-16.93859503
0.32421875,75.07331848,-16.12275645
0.328125,75,-15.84000692
0.33203125,75,-16.29076704
0.3359375,74.0625,-16.4673458
0.33984375,74.0625,-15.97933277
0.34375,75,-21.41900167
0.34765625,75.86341858,-13.23714659
0.3515625,74.13490295,-14.20460448
