Time,RPM,TRQU
0,Inf,381.3378513
0.00390625,0,379.1537136
0.0078125,0,380.8317706
0.01171875,0,381.5775737
0.015625,0,385.4421899
0.01953125,0,380.2457824
0.0234375,0,378.6209971
0.02734375,0,381.5775737
0.03125,0,384.4033927
0.03515625,0,377.0204261
0.0390625,0,379.6597943
0.04296875,0,378.5677254
0.046875,0,380.6985915
0.05078125,0,382.9626366
0.0546875,0,379.4467077
0.05859375,0,378.7009045
0.0625,0,381.0182214
0.06640625,0,382.2434694
0.0703125,0,383.6842254
0.07421875,0,382.0570186
0.078125,0,384.350121
0.08203125,0,379.7397017
0.0859375,0,378.6209971
0.08984375,0,382.6962784
0.09375,0,376.727432
0.09765625,0,380.5920482
0.1015625,0,378.0350089
0.10546875,0,382.1369261
0.109375,0,380.6985915
0.11328125,0,379.7929734
0.1171875,0,383.3113238
0.12109375,0,384.4033927
0.125,0,377.0204261
0.12890625,0,380.3256899
0.1328125,0,384.2169419
0.13671875,0,380.7252273
0.140625,0,379.1270778
0.14453125,0,380.8850423
0.1484375,0,380.9915856
0.15234375,0,381.231308
0.15625,0,381.0448572
0.16015625,0,380.9383139
0.1640625,0,381.1780363
0.16796875,0,377.5797784
0.171875,0,382.9626366
0.17578125,0,381.8972036
0.1796875,0,382.1369261
0.18359375,0,383.3912313
0.1875,0,382.0303828
0.19140625,0,381.8172961
0.1953125,0,381.8172961
0.19921875,0,379.6864301
0.203125,0,384.6963868
0.20703125,0,379.0738061
0.2109375,0,381.1514005
0.21484375,0,380.8317706
0.21875,0,379.7130659
0.22265625,0,388.025865
0.2265625,0,378.6742687
0.23046875,0,382.6163709
0.234375,0,377.6330501
0.23828125,0,382.3233768
0.2421875,0,379.6065226
0.24609375,0,382.3500127
0.25,0,380.9915856
0.25390625,0,377.340056
0.2578125,0,383.3912313
0.26171875,0,381.684117
0.265625,0,380.1925108
0.26953125,0,381.1780363
0.2734375,0,377.95268
0.27734375,0,382.2701052
0.28125,0,378.6742687
0.28515625,0,383.2580522
0.2890625,0,380.1392391
0.29296875,0,381.1247647
0.296875,0,382.3500127
0.30078125,0,379.1537136
0.3046875,0,382.6962784
0.30859375,0,384.2435777
0.3125,0,381.7640245
0.31640625,0,378.1948239
0.3203125,0,378.7009045
0.32421875,0,381.3378513
0.328125,0,381.231308
0.33203125,0,380.0859675
0.3359375,0,382.1369261
0.33984375,0,379.1004419
0.34375,0,379.6597943
0.34765625,0,384.2435777
0.3515625,0,378.940627
0.35546875,0,380.8850423
0.359375,0,383.1781447
0.36328125,0,382.3766485
0.3671875,0,380.00606
0.37109375,0,379.8462451
0.375,0,378.5677254
0.37890625,0,381.1514005
0.3828125,0,380.5387765
0.38671875,0,378.6476329
0.390625,0,379.5266151
0.39453125,0,379.7929734
0.3984375,0,381.6308454
0.40234375,0,382.8028217
0.40625,0,379.7397017
0.41015625,0,381.7640245
0.4140625,0,380.2191466
0.41796875,0,379.8196092
0.421875,0,379.553251
0.42578125,0,379.8462451
0.4296875,0,382.4032843
0.43359375,0,378.4079105
0.4375,0,381.2046722
0.44140625,0,379.393436
0.4453125,0,382.296741
0.44921875,0,380.4855049
0.453125,0,376.4078021
0.45703125,0,380.0326958
0.4609375,0,381.0448572
0.46484375,0,377.8195009
0.46875,0,381.2579438
0.47265625,0,382.0836544
0.4765625,0,379.2336211
0.48046875,0,378.9938986
0.484375,0,382.6696426
0.48828125,0,381.1780363
0.4921875,0,381.0448572
0.49609375,0,380.7784989
0.5,0,379.9261525
0.50390625,0,380.2724183
0.5078125,0,379.7663376
0.51171875,0,381.0981289
0.515625,0,384.2435777
0.51953125,0,380.7784989
0.5234375,0,383.3645955
0.52734375,0,383.3379596
0.53125,0,381.3112155
0.53515625,0,383.1781447
0.5390625,0,379.2602569
0.54296875,0,380.9383139
0.546875,0,379.8196092
0.55078125,0,380.0859675
0.5546875,0,378.6742687
0.55859375,0,380.618684
0.5625,0,383.2047805
0.56640625,0,383.3379596
0.5703125,0,382.74955
0.57421875,0,382.9360008
0.578125,0,379.1270778
0.58203125,0,377.6596859
0.5859375,0,379.5266151
0.58984375,0,376.9937903
0.59375,0,379.8462451
0.59765625,0,381.4710304
0.6015625,0,380.2990541
0.60546875,0,381.2579438
0.609375,0,381.5775737
0.61328125,0,383.8174045
0.6171875,0,380.3256899
0.62109375,0,377.4199635
0.625,0,382.1369261
0.62890625,0,378.7541762
0.6328125,0,381.0448572
0.63671875,0,383.5510463
0.640625,0,381.5509379
0.64453125,0,381.6574812
0.6484375,0,380.9915856
0.65234375,0,379.6331584
0.65625,0,383.0958158
0.66015625,0,378.6742687
0.6640625,0,380.5920482
0.66796875,0,379.7130659
0.671875,0,379.9527884
0.67578125,0,378.2480955
0.6796875,0,379.4733435
0.68359375,0,380.9649497
0.6875,0,380.6985915
0.69140625,0,382.0037469
0.6953125,0,381.3911229
0.69921875,0,382.5897351
0.703125,0,380.1126033
0.70703125,0,381.3911229
0.7109375,0,379.8728809
0.71484375,0,383.2314163
0.71875,0,382.8294575
0.72265625,0,377.5265068
0.7265625,0,379.9527884
0.73046875,0,379.2602569
0.734375,0,380.0593317
0.73828125,0,376.9405186
0.7421875,0,381.8972036
0.74609375,0,379.1270778
0.75,0,379.6065226
0.75390625,0,380.9383139
0.7578125,0,380.7252273
0.76171875,0,377.792865
0.765625,0,379.1537136
0.76953125,0,378.2747313
0.7734375,0,377.3933277
0.77734375,0,380.9383139
0.78125,0,381.7906603
0.78515625,0,381.0981289
0.7890625,0,377.180241
0.79296875,0,383.0958158
0.796875,0,383.7641329
0.80078125,0,380.165875
0.8046875,0,380.2191466
0.80859375,0,382.1102902
0.8125,0,380.165875
0.81640625,0,377.9817373
0.8203125,0,378.2214597
0.82421875,0,376.727432
0.828125,0,380.6985915
0.83203125,0,382.2434694
0.8359375,0,381.7640245
0.83984375,0,376.7007962
0.84375,0,383.7907687
0.84765625,0,378.8340837
0.8515625,0,380.3789616
0.85546875,0,376.727432
0.859375,0,381.231308
0.86328125,0,379.3401644
0.8671875,0,380.8317706
0.87109375,0,385.3889182
