Time,RPM,TRQU
0,NaN,149.8162746
0.00390625,0,149.6195793
0.0078125,0,150.0293612
0.01171875,0,149.6236771
0.015625,0,149.6646553
0.01953125,0,149.6810466
0.0234375,0,150.1563936
0.02734375,0,149.7015357
0.03125,0,149.5745033
0.03515625,0,149.7261226
0.0390625,0,149.7384161
0.04296875,0,149.7056335
0.046875,0,149.8859376
0.05078125,0,149.4638622
0.0546875,0,149.672851
0.05859375,0,149.422884
0.0625,0,149.7998834
0.06640625,0,149.8408616
0.0703125,0,149.8244703
0.07421875,0,149.5458186
0.078125,0,149.7834921
0.08203125,0,149.46796
0.0859375,0,149.422884
0.08984375,0,149.6359706
0.09375,0,149.8736441
0.09765625,0,149.5089382
0.1015625,0,149.5704055
0.10546875,0,149.3450254
0.109375,0,149.8777419
0.11328125,0,149.8285681
0.1171875,0,149.6810466
0.12109375,0,149.7015357
0.125,0,149.7056335
0.12890625,0,149.7548074
0.1328125,0,149.7343183
0.13671875,0,149.7671008
0.140625,0,149.7261226
0.14453125,0,149.4638622
0.1484375,0,149.5622098
0.15234375,0,149.7097313
0.15625,0,149.7752964
0.16015625,0,149.7711986
0.1640625,0,149.763003
0.16796875,0,149.672851
0.171875,0,149.5007426
0.17578125,0,149.7220248
0.1796875,0,149.6523619
0.18359375,0,149.5908946
0.1875,0,149.4556665
0.19140625,0,149.7425139
0.1953125,0,149.5212317
0.19921875,0,149.7261226
0.203125,0,149.46796
0.20703125,0,149.8449594
0.2109375,0,149.6933401
0.21484375,0,149.8121768
0.21875,0,149.7466117
0.22265625,0,149.6154815
0.2265625,0,149.7548074
0.23046875,0,149.7138292
0.234375,0,149.6523619
0.23828125,0,149.4843513
0.2421875,0,149.7056335
0.24609375,0,149.5826989
0.25,0,149.8244703
0.25390625,0,149.672851
0.2578125,0,149.5376229
0.26171875,0,149.6441662
0.265625,0,149.9187201
0.26953125,0,149.6810466
0.2734375,0,149.4761556
0.27734375,0,149.5294273
0.28125,0,149.5212317
0.28515625,0,149.5622098
0.2890625,0,149.5786011
0.29296875,0,149.4351774
0.296875,0,149.5826989
0.30078125,0,149.603188
0.3046875,0,149.6154815
0.30859375,0,149.6564597
0.3125,0,149.4597644
0.31640625,0,149.4187862
0.3203125,0,149.5786011
0.32421875,0,149.558112
0.328125,0,149.7548074
0.33203125,0,149.6851444
0.3359375,0,149.5704055
0.33984375,0,149.5786011
0.34375,0,149.6236771
0.34765625,0,149.4720578
0.3515625,0,149.9474049
0.35546875,0,149.6851444
0.359375,0,149.6318728
0.36328125,0,149.3860036
0.3671875,0,149.4310796
0.37109375,0,149.6851444
0.375,0,149.6810466
0.37890625,0,149.6605575
